-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
3	3	0	0
22	22	0	0
37	37	0	0
56	56	0	0
88	88	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
0	0	0	0
0	0	0	0
23	-23	0	0
48	-48	0	0
48	-48	0	0
48	-48	0	0
48	-48	0	0
48	-48	0	0
48	-48	0	0
29	-29	0	0
0	0	0	0
0	0	0	0
14	14	0	0
61	61	0	0
91	91	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
91	91	0	0
53	53	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-33	-33	0	0
-74	-74	0	0
-88	-88	0	0
-91	-91	0	0
-91	-91	0	0
-92	-92	0	0
-91	-91	0	0
-89	-89	0	0
-81	-81	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
4	4	0	0
40	40	0	0
59	59	0	0
62	62	0	0
62	62	0	0
58	58	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	-100
0	0	0	-100
0	0	0	-100
0	0	0	-100
0	0	0	-100
0	0	0	-100
0	0	0	-100
0	0	0	-100
0	0	0	-100
0	0	0	-100
0	0	0	-100
0	0	0	-100
0	0	0	-100
0	0	0	-100
0	0	0	-100
0	0	0	-100
0	0	0	-100
0	0	0	-100
0	0	0	-100
0	0	0	-100
0	0	0	-100
0	0	0	-100
0	0	0	-100
0	0	0	-100
0	0	0	-100
0	0	0	-100
0	0	0	-100
0	0	0	-100
0	0	0	-100
0	0	0	-100
0	0	0	-100
0	0	0	-100
0	0	0	-100
0	0	0	-100
0	0	0	-100
0	0	0	-100
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-1	-1	0	0
-18	-18	0	0
-34	-34	0	0
-67	-67	0	0
-89	-89	0	0
-99	-99	0	0
-99	-99	0	0
-99	-99	0	0
-99	-99	0	0
-99	-99	0	0
-99	-99	0	0
-99	-99	0	0
-99	-99	0	0
-99	-99	0	0
-99	-99	0	0
-99	-99	0	0
-99	-99	0	0
-99	-99	0	0
-99	-99	0	0
-99	-99	0	0
-99	-99	0	0
-99	-99	0	0
-99	-99	0	0
-99	-99	0	0
-99	-99	0	0
-99	-99	0	0
-99	-99	0	0
-99	-99	0	0
-99	-99	0	0
-99	-99	0	0
-99	-99	0	0
-99	-99	0	0
-99	-99	0	0
-99	-99	0	0
-99	-99	0	0
-99	-99	0	0
-69	-69	0	0
0	0	0	0
0	0	0	0
0	0	0	0
12	-12	0	0
48	-48	0	0
48	-48	0	0
48	-48	0	0
48	-48	0	0
48	-48	0	0
48	-48	0	0
48	-48	0	0
48	-48	0	0
48	-48	0	0
48	-48	0	0
48	-48	0	0
48	-48	0	0
48	-48	0	0
48	-48	0	0
48	-48	0	0
48	-48	0	0
48	-48	0	0
48	-48	0	0
48	-48	0	0
48	-48	0	0
48	-48	0	0
48	-48	0	0
48	-48	0	0
48	-48	0	0
48	-48	0	0
48	-48	0	0
48	-48	0	0
48	-48	0	0
48	-48	0	0
48	-48	0	0
48	-48	0	0
48	-48	0	0
48	-48	0	0
48	-48	0	0
48	-48	0	0
48	-48	0	0
48	-48	0	0
48	-48	0	0
48	-48	0	0
48	-48	0	0
48	-48	0	0
48	-48	0	0
48	-48	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
15	15	0	0
45	45	0	0
81	81	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
88	110	0	0
67	130	0	0
61	137	0	0
53	129	0	0
62	62	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	-200	0
0	0	-200	0
0	0	-200	0
0	0	-200	0
0	0	-200	0
1	1	-200	0
45	45	-200	0
86	86	-200	0
99	99	-200	0
99	99	-200	0
99	99	-200	0
99	99	-200	0
99	99	-200	0
99	99	-200	0
99	99	-200	0
99	99	-200	0
92	92	-200	0
45	45	-200	0
0	0	-200	0
0	0	-200	0
0	0	-200	0
0	0	-200	0
0	0	-200	0
0	0	-200	0
-53	-53	-200	0
-96	-96	-200	0
-99	-99	-200	0
-99	-99	-200	0
-99	-99	-200	0
-99	-99	-200	0
-97	-97	-200	0
-99	-99	-200	0
-99	-99	0	0
-99	-99	0	0
-78	-78	0	0
-22	-22	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-1	1	0	0
-23	23	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
-48	48	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	-200	0
0	0	-200	0
0	0	-200	0
0	0	-200	0
0	0	-200	0
0	0	-200	0
0	0	-200	0
0	0	-200	0
0	0	0	0
0	0	0	0
34	34	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
99	99	0	0
